scenario,scenario_label,signal,index,time,data
limits,dx2min/dx2max limits,x1,95,10.263065635890994,-2.000905058224317
limits,dx2min/dx2max limits,x1,96,10.341509433101718,-2.041581358817653
limits,dx2min/dx2max limits,x1,97,10.419953230312442,-2.062226398954842
limits,dx2min/dx2max limits,x1,98,10.507405322289404,-2.0667464835349887
limits,dx2min/dx2max limits,x1,99,10.591640189671887,-2.0569982487993794
limits,dx2min/dx2max limits,x1,100,10.677789086496578,-2.0362290387682918
limits,dx2min/dx2max limits,x1,101,10.768495684648268,-2.0054095155225253
limits,dx2min/dx2max limits,x1,102,10.866011619254945,-1.9644452575265183
limits,dx2min/dx2max limits,x1,103,10.972845363635054,-1.9123127240485651
limits,dx2min/dx2max limits,x1,104,11.0,-1.898038038331837
limits,dx2min/dx2max limits,x1,105,11.13476411310788,-1.8218664825051214
limits,dx2min/dx2max limits,x1,106,11.277162281930146,-1.7326385963577535
limits,dx2min/dx2max limits,x1,107,11.451411683036433,-1.6118094638921658
limits,dx2min/dx2max limits,x1,108,11.685776033682624,-1.427517661400588
limits,dx2min/dx2max limits,x1,109,11.928057320664614,-1.2047285288894678
limits,dx2min/dx2max limits,x1,110,12.0,-1.130665990657244
limits,dx2min/dx2max limits,x1,111,12.223670400434798,-0.8704109760622245
limits,dx2min/dx2max limits,x1,112,12.444865399969668,-0.5544188486793389
limits,dx2min/dx2max limits,x1,113,12.625774665469846,-0.236729285356456
limits,dx2min/dx2max limits,x1,114,12.786678481455684,0.10154087338630513
limits,dx2min/dx2max limits,x1,115,12.926953286145903,0.44089340571119795
limits,dx2min/dx2max limits,x1,116,13.0,0.6309333110413912
limits,dx2min/dx2max limits,x1,117,13.108856120820661,0.9219655133936859
limits,dx2min/dx2max limits,x1,118,13.20914795655152,1.1848024908923631
limits,dx2min/dx2max limits,x1,119,13.277568449436876,1.352433893692966
limits,dx2min/dx2max limits,x1,120,13.27756844943699,1.3524338936932332
limits,dx2min/dx2max limits,x1,121,13.365990960703071,1.5472445219936095
limits,dx2min/dx2max limits,x1,122,13.454413471969152,1.7162539666486027
limits,dx2min/dx2max limits,x1,123,13.631258494501315,1.9768693050224462
limits,dx2min/dx2max limits,x1,124,13.897976785012192,2.1747246429710425
limits,dx2min/dx2max limits,x1,125,13.897976785012306,2.1747246429710767
limits,dx2min/dx2max limits,x1,126,13.970019350768679,2.188589934624711
limits,dx2min/dx2max limits,x1,127,14.0,2.1902590058716997
limits,dx2min/dx2max limits,x1,128,14.074539065986087,2.1860325489951347
limits,dx2min/dx2max limits,x1,129,14.148817464262795,2.172318366161967
limits,dx2min/dx2max limits,x1,130,14.226693361405516,2.1502741699505927
limits,dx2min/dx2max limits,x1,131,14.309629893607633,2.120288484425606
limits,dx2min/dx2max limits,x1,132,14.399291624836907,2.0821404384066455
limits,dx2min/dx2max limits,x1,133,14.497653503619345,2.0350066347579348
limits,dx2min/dx2max limits,x1,134,14.607304893508495,1.9772698207521509
limits,dx2min/dx2max limits,x1,135,14.731967472485513,1.906044162732071
limits,dx2min/dx2max limits,x1,136,14.877679846057747,1.815982614041656
limits,dx2min/dx2max limits,x1,137,15.0,1.7347946074561325
limits,dx2min/dx2max limits,x1,138,15.245639491719741,1.5549770554156017
limits,dx2min/dx2max limits,x1,139,15.49133595789533,1.347876801463045
limits,dx2min/dx2max limits,x1,140,15.73703242407092,1.1037605543585112
limits,dx2min/dx2max limits,x1,141,15.967013444157747,0.8276169411116712
limits,dx2min/dx2max limits,x1,142,16.0,0.7831208848390996
limits,dx2min/dx2max limits,x1,143,16.164932779211266,0.5376387267025411
limits,dx2min/dx2max limits,x1,144,16.34075245382818,0.225153814575544
limits,dx2min/dx2max limits,x1,145,16.50089995326028,-0.11445746663709827
limits,dx2min/dx2max limits,x1,146,16.640170511603902,-0.45363758545286165
limits,dx2min/dx2max limits,x1,147,16.775954099395992,-0.8125302195257073
limits,dx2min/dx2max limits,x1,148,16.88719409784186,-1.1087363485528998
limits,dx2min/dx2max limits,x1,149,16.978558880282584,-1.3372605835284632
limits,dx2min/dx2max limits,x1,150,17.0,-1.3874560322418634
limits,dx2min/dx2max limits,x1,151,17.03831294338224,-1.4730395131916938
limits,dx2min/dx2max limits,x1,152,17.03831294338247,-1.473039513192185
limits,dx2min/dx2max limits,x1,153,17.12941789731199,-1.653233340607966
limits,dx2min/dx2max limits,x1,154,17.22052285124151,-1.8002267175017443
limits,dx2min/dx2max limits,x1,155,17.402732759100548,-1.9946121197233018
limits,dx2min/dx2max limits,x1,156,17.41194519500773,-2.000913209995209
limits,dx2min/dx2max limits,x1,157,17.411945195007956,-2.0009132099953604
limits,dx2min/dx2max limits,x1,158,17.49058384285036,-2.0416629870397616
limits,dx2min/dx2max limits,x1,159,17.569222490692763,-2.062292897930164
limits,dx2min/dx2max limits,x1,160,17.656673281171514,-2.0667362669629394
limits,dx2min/dx2max limits,x1,161,17.740931752129445,-2.0569280259402527
limits,dx2min/dx2max limits,x1,162,17.827120833282454,-2.0361012321732344
limits,dx2min/dx2max limits,x1,163,17.91788131534542,-2.0052208742637863
limits,dx2min/dx2max limits,x1,164,18.0,-1.9711530707695861
limits,dx2min/dx2max limits,x1,165,18.106861937045714,-1.9199644797466404
limits,dx2min/dx2max limits,x1,166,18.224223667109992,-1.856502915248093
limits,dx2min/dx2max limits,x1,167,18.35839934903724,-1.7760998167669317
limits,dx2min/dx2max limits,x1,168,18.51692731028762,-1.6712344487436823
limits,dx2min/dx2max limits,x1,169,18.717153552867245,-1.523272588627682
limits,dx2min/dx2max limits,x1,170,19.0,-1.2796312805970567
limits,dx2min/dx2max limits,x1,171,19.259339589946688,-1.0083552111557763
limits,dx2min/dx2max limits,x1,172,19.488516152246117,-0.7133634038592749
limits,dx2min/dx2max limits,x1,173,19.689172125245783,-0.394490460559078
limits,dx2min/dx2max limits,x1,174,19.85695475435793,-0.07068971488477688
limits,dx2min/dx2max limits,x1,175,20.0,0.252602832001206
limits,dx2min/dx2max limits,x2,0,0.0,0.0
limits,dx2min/dx2max limits,x2,1,2.523829377920773e-05,-5.047467668686642e-05
limits,dx2min/dx2max limits,x2,2,0.00015142976267524638,-0.0003027907416913704
limits,dx2min/dx2max limits,x2,3,0.0007823871071554395,-0.0015629391027730927
limits,dx2min/dx2max limits,x2,4,0.003937173829556406,-0.007828006452428492
limits,dx2min/dx2max limits,x2,5,0.019711107441561234,-0.03827707914663259
limits,dx2min/dx2max limits,x2,6,0.06001804348673466,-0.10980630863429942
limits,dx2min/dx2max limits,x2,7,0.10963249543673825,-0.18669970270959085
limits,dx2min/dx2max limits,x2,8,0.1655931262992249,-0.2608048614504298
limits,dx2min/dx2max limits,x2,9,0.22709525245242995,-0.3295354710152879
limits,dx2min/dx2max limits,x2,10,0.2941936368246529,-0.3924465921181134
limits,dx2min/dx2max limits,x2,11,0.36744812812928723,-0.4501125669941781
limits,dx2min/dx2max limits,x2,12,0.44785576964467433,-0.5037139418141272
limits,dx2min/dx2max limits,x2,13,0.5369347215232937,-0.5549355426465271
limits,dx2min/dx2max limits,x2,14,0.6369802534446132,-0.6060995582017004
limits,dx2min/dx2max limits,x2,15,0.7516723589200315,-0.6606604431087753
limits,dx2min/dx2max limits,x2,16,0.887736819284571,-0.7246775499366382
limits,dx2min/dx2max limits,x2,17,1.0,-0.7802180730665799
limits,dx2min/dx2max limits,x2,18,1.3194004887630766,-0.9740316661083944
limits,dx2min/dx2max limits,x2,19,1.58678955037287,-1.2121946848703975
limits,dx2min/dx2max limits,x2,20,1.7573006946233027,-1.4234185078704888
limits,dx2min/dx2max limits,x2,21,1.9278118388737355,-1.6968846206451884
limits,dx2min/dx2max limits,x2,22,2.0,-1.8329744337517213
limits,dx2min/dx2max limits,x2,23,2.1528238833644875,-2.1526405588110458
limits,dx2min/dx2max limits,x2,24,2.299072251479771,-2.458182198303492
limits,dx2min/dx2max limits,x2,25,2.4292292691539226,-2.6472881366211443
limits,dx2min/dx2max limits,x2,26,2.5505193571212317,-2.654955051766676
limits,dx2min/dx2max limits,x2,27,2.6487779705811256,-2.4901069490688768
limits,dx2min/dx2max limits,x2,28,2.7347484363441117,-2.2177459530716916
limits,dx2min/dx2max limits,x2,29,2.754467180297537,-2.141091368712188
limits,dx2min/dx2max limits,x2,30,2.7544671802975653,-2.1410913687120745
limits,dx2min/dx2max limits,x2,31,2.8421894932416483,-1.7902021169357432
limits,dx2min/dx2max limits,x2,32,3.0,-1.1589600899023362
limits,dx2min/dx2max limits,x2,33,3.120566048265761,-0.6766958968392928
limits,dx2min/dx2max limits,x2,34,3.1205660482657893,-0.6766958968391789
limits,dx2min/dx2max limits,x2,35,3.199471301644965,-0.39044881058711767
limits,dx2min/dx2max limits,x2,36,3.278376555024141,-0.16098974681936418
limits,dx2min/dx2max limits,x2,37,3.3667893286290376,0.037380116310716416
limits,dx2min/dx2max limits,x2,38,3.4515491044613538,0.18093676073292353
limits,dx2min/dx2max limits,x2,39,3.538084003167131,0.29212974618727494
limits,dx2min/dx2max limits,x2,40,3.6291246620627904,0.381293999440975
limits,dx2min/dx2max limits,x2,41,3.7269566737948594,0.4552175516073267
limits,dx2min/dx2max limits,x2,42,3.8341140903888893,0.5193031753034922
limits,dx2min/dx2max limits,x2,43,3.9538899924422926,0.5785874751623652
limits,dx2min/dx2max limits,x2,44,4.0,0.5993769541279326
limits,dx2min/dx2max limits,x2,45,4.159155917927658,0.6675641572744206
limits,dx2min/dx2max limits,x2,46,4.336346300336511,0.7447768315225975
limits,dx2min/dx2max limits,x2,47,4.580230299733916,0.8692424243362498
limits,dx2min/dx2max limits,x2,48,4.872559431089501,1.07574326331302
limits,dx2min/dx2max limits,x2,49,5.0,1.1971049353108338
limits,dx2min/dx2max limits,x2,50,5.2146714931305365,1.4649395351297445
limits,dx2min/dx2max limits,x2,51,5.409291561851942,1.7947190601385943
limits,dx2min/dx2max limits,x2,52,5.574817337913085,2.137666281691709
limits,dx2min/dx2max limits,x2,53,5.724900013307601,2.4536238608744187
limits,dx2min/dx2max limits,x2,54,5.855772678178004,2.6487986234037013
limits,dx2min/dx2max limits,x2,55,5.978093076194451,2.6625738289724303
limits,dx2min/dx2max limits,x2,56,6.0,2.640996110675444
limits,dx2min/dx2max limits,x2,57,6.08860524003325,2.470592438410105
limits,dx2min/dx2max limits,x2,58,6.129456565643377,2.348444789444348
limits,dx2min/dx2max limits,x2,59,6.129456565643434,2.34844478944416
limits,dx2min/dx2max limits,x2,60,6.215436885367985,2.06470973435314
limits,dx2min/dx2max limits,x2,61,6.581535753336208,0.8565834700580008
limits,dx2min/dx2max limits,x2,62,6.749598183141959,0.301977451699023
limits,dx2min/dx2max limits,x2,63,6.749598183142016,0.30197745169883516
limits,dx2min/dx2max limits,x2,64,6.816723209476106,0.1051724901021946
limits,dx2min/dx2max limits,x2,65,6.883848235810197,-0.04821343029291136
limits,dx2min/dx2max limits,x2,66,6.957185756732514,-0.17658277611907108
limits,dx2min/dx2max limits,x2,67,7.0,-0.23659382566467954
limits,dx2min/dx2max limits,x2,68,7.080188982954291,-0.32644909299749025
limits,dx2min/dx2max limits,x2,69,7.162947660330532,-0.39631937070054435
limits,dx2min/dx2max limits,x2,70,7.2526578771809795,-0.4542520842597
limits,dx2min/dx2max limits,x2,71,7.3510663306070185,-0.50401628791567
limits,dx2min/dx2max limits,x2,72,7.460789561796933,-0.5493202469089441
limits,dx2min/dx2max limits,x2,73,7.585559414324345,-0.5941017702798914
limits,dx2min/dx2max limits,x2,74,7.7314470799312565,-0.6435302772285052
limits,dx2min/dx2max limits,x2,75,7.910659041228799,-0.7068628701317816
limits,dx2min/dx2max limits,x2,76,8.0,-0.7414936476098438
limits,dx2min/dx2max limits,x2,77,8.28027512659703,-0.8737371137930527
limits,dx2min/dx2max limits,x2,78,8.537013140482202,-1.0453632746703165
limits,dx2min/dx2max limits,x2,79,8.770602887193535,-1.2709527762692083
limits,dx2min/dx2max limits,x2,80,8.951646390046267,-1.5131230823470232
limits,dx2min/dx2max limits,x2,81,9.0,-1.5900804470763765
limits,dx2min/dx2max limits,x2,82,9.173342560445388,-1.9111013812253677
limits,dx2min/dx2max limits,x2,83,9.334016920011177,-2.25526936234309
limits,dx2min/dx2max limits,x2,84,9.475883899827585,-2.5383941364279905
limits,dx2min/dx2max limits,x2,85,9.609523313650762,-2.6850888433280886
limits,dx2min/dx2max limits,x2,86,9.723414211155747,-2.6262992590280403
limits,dx2min/dx2max limits,x2,87,9.816741145373733,-2.416901303215648
limits,dx2min/dx2max limits,x2,88,9.889440131598247,-2.1600636533251407
limits,dx2min/dx2max limits,x2,89,9.889440131598361,-2.1600636533246855
limits,dx2min/dx2max limits,x2,90,9.976059303585206,-1.8135869653773078
limits,dx2min/dx2max limits,x2,91,10.0,-1.7178241797181322
limits,dx2min/dx2max limits,x2,92,10.11970348207397,-1.239010251422254
limits,dx2min/dx2max limits,x2,93,10.263065635890767,-0.665561636155065
limits,dx2min/dx2max limits,x2,94,10.26306563589088,-0.6655616361546104
limits,dx2min/dx2max limits,x2,95,10.263065635890994,-0.6655616361541556
limits,dx2min/dx2max limits,x2,96,10.341509433101718,-0.3813526055938148
limits,dx2min/dx2max limits,x2,97,10.419953230312442,-0.15399914137465326
limits,dx2min/dx2max limits,x2,98,10.507405322289404,0.04141414778315358
limits,dx2min/dx2max limits,x2,99,10.591640189671887,0.18348503093269572
limits,dx2min/dx2max limits,x2,100,10.677789086496578,0.2936406363698168
limits,dx2min/dx2max limits,x2,101,10.768495684648268,0.38196187673604914
limits,dx2min/dx2max limits,x2,102,10.866011619254945,0.4551438170216886
limits,dx2min/dx2max limits,x2,103,10.972845363635054,0.5185308006444975
limits,dx2min/dx2max limits,x2,104,11.0,0.5327277307852328
limits,dx2min/dx2max limits,x2,105,11.13476411310788,0.5961034596275376
limits,dx2min/dx2max limits,x2,106,11.277162281930146,0.6566141705854064
limits,dx2min/dx2max limits,x2,107,11.451411683036433,0.7309896563020485
limits,dx2min/dx2max limits,x2,108,11.685776033682624,0.8458397441785386
limits,dx2min/dx2max limits,x2,109,11.928057320664614,1.0014274532619165
limits,dx2min/dx2max limits,x2,110,12.0,1.058502495729799
limits,dx2min/dx2max limits,x2,111,12.223670400434798,1.2814713523353285
limits,dx2min/dx2max limits,x2,112,12.444865399969668,1.5933095262131272
limits,dx2min/dx2max limits,x2,113,12.625774665469846,1.931100958346003
limits,dx2min/dx2max limits,x2,114,12.786678481455684,2.2762237477207083
limits,dx2min/dx2max limits,x2,115,12.926953286145903,2.54976386330722
limits,dx2min/dx2max limits,x2,116,13.0,2.645547811648634
limits,dx2min/dx2max limits,x2,117,13.108856120820661,2.6745790941201104
limits,dx2min/dx2max limits,x2,118,13.20914795655152,2.5384951100266404
limits,dx2min/dx2max limits,x2,119,13.277568449436876,2.349076238041379
limits,dx2min/dx2max limits,x2,120,13.27756844943699,2.3490762380410044
limits,dx2min/dx2max limits,x2,121,13.365990960703071,2.0572819508629325
limits,dx2min/dx2max limits,x2,122,13.454413471969152,1.7654876636848635
limits,dx2min/dx2max limits,x2,123,13.631258494501315,1.1818990893287258
limits,dx2min/dx2max limits,x2,124,13.897976785012192,0.3017287306428328
limits,dx2min/dx2max limits,x2,125,13.897976785012306,0.30172873064245853
limits,dx2min/dx2max limits,x2,126,13.970019350768679,0.09233734544072303
limits,dx2min/dx2max limits,x2,127,14.0,0.020359832975572534
limits,dx2min/dx2max limits,x2,128,14.074539065986087,-0.12680092937127277
limits,dx2min/dx2max limits,x2,129,14.148817464262795,-0.23730537782244449
limits,dx2min/dx2max limits,x2,130,14.226693361405516,-0.3247328550816949
limits,dx2min/dx2max limits,x2,131,14.309629893607633,-0.3951319267905169
limits,dx2min/dx2max limits,x2,132,14.399291624836907,-0.4532852751122898
limits,dx2min/dx2max limits,x2,133,14.497653503619345,-0.5031956103056274
limits,dx2min/dx2max limits,x2,134,14.607304893508495,-0.5485705961725775
limits,dx2min/dx2max limits,x2,135,14.731967472485513,-0.5933530238812076
limits,dx2min/dx2max limits,x2,136,14.877679846057747,-0.6426970101394466
limits,dx2min/dx2max limits,x2,137,15.0,-0.6851541419329049
limits,dx2min/dx2max limits,x2,138,15.245639491719741,-0.7825009721957628
limits,dx2min/dx2max limits,x2,139,15.49133595789533,-0.9098246546107995
limits,dx2min/dx2max limits,x2,140,15.73703242407092,-1.0879849325269644
limits,dx2min/dx2max limits,x2,141,15.967013444157747,-1.3280001270933484
limits,dx2min/dx2max limits,x2,142,16.0,-1.3701980233473037
limits,dx2min/dx2max limits,x2,143,16.164932779211266,-1.6168694436841609
limits,dx2min/dx2max limits,x2,144,16.34075245382818,-1.949270996699843
limits,dx2min/dx2max limits,x2,145,16.50089995326028,-2.294181892771872
limits,dx2min/dx2max limits,x2,146,16.640170511603902,-2.563623251189814
limits,dx2min/dx2max limits,x2,147,16.775954099395992,-2.6890558766097366
limits,dx2min/dx2max limits,x2,148,16.88719409784186,-2.602804372190919
limits,dx2min/dx2max limits,x2,149,16.978558880282584,-2.3766281354720844
limits,dx2min/dx2max limits,x2,150,17.0,-2.3044360265549058
limits,dx2min/dx2max limits,x2,151,17.03831294338224,-2.160080700212022
limits,dx2min/dx2max limits,x2,152,17.03831294338247,-2.1600807002111124
limits,dx2min/dx2max limits,x2,153,17.12941789731199,-1.795660884493027
limits,dx2min/dx2max limits,x2,154,17.22052285124151,-1.4312410687749475
limits,dx2min/dx2max limits,x2,155,17.402732759100548,-0.7024014373387883
limits,dx2min/dx2max limits,x2,156,17.41194519500773,-0.665551693710067
limits,dx2min/dx2max limits,x2,157,17.411945195007956,-0.6655516937091575
limits,dx2min/dx2max limits,x2,158,17.49058384285036,-0.3807101093955775
limits,dx2min/dx2max limits,x2,159,17.569222490692763,-0.15299253821478478
limits,dx2min/dx2max limits,x2,160,17.656673281171514,0.042170623401425605
limits,dx2min/dx2max limits,x2,161,17.740931752129445,0.1840932703696127
limits,dx2min/dx2max limits,x2,162,17.827120833282454,0.2941474056844033
limits,dx2min/dx2max limits,x2,163,17.91788131534542,0.3823953325273479
limits,dx2min/dx2max limits,x2,164,18.0,0.4450961544172234
limits,dx2min/dx2max limits,x2,165,18.106861937045714,0.5104829049467543
limits,dx2min/dx2max limits,x2,166,18.224223667109992,0.5693294585834062
limits,dx2min/dx2max limits,x2,167,18.35839934903724,0.6282351047111169
limits,dx2min/dx2max limits,x2,168,18.51692731028762,0.6948350669619032
limits,dx2min/dx2max limits,x2,169,18.717153552867245,0.7851570720575777
limits,dx2min/dx2max limits,x2,170,19.0,0.9465326444801151
limits,dx2min/dx2max limits,x2,171,19.259339589946688,1.1589901869235668
limits,dx2min/dx2max limits,x2,172,19.488516152246117,1.4317105043227314
limits,dx2min/dx2max limits,x2,173,19.689172125245783,1.7622981517891596
limits,dx2min/dx2max limits,x2,174,19.85695475435793,2.1055847421228906
limits,dx2min/dx2max limits,x2,175,20.0,2.410898938614929
limits,dx2min/dx2max limits,u,0,0.0,0.0
limits,dx2min/dx2max limits,u,1,1.0,0.0
limits,dx2min/dx2max limits,u,2,2.0,0.0
limits,dx2min/dx2max limits,u,3,3.0,0.0
limits,dx2min/dx2max limits,u,4,4.0,0.0
limits,dx2min/dx2max limits,u,5,5.0,0.0
limits,dx2min/dx2max limits,u,6,6.0,0.0
limits,dx2min/dx2max limits,u,7,7.0,0.0
limits,dx2min/dx2max limits,u,8,8.0,0.0
limits,dx2min/dx2max limits,u,9,9.0,0.0
limits,dx2min/dx2max limits,u,10,10.0,0.0
limits,dx2min/dx2max limits,u,11,11.0,0.0
limits,dx2min/dx2max limits,u,12,12.0,0.0
limits,dx2min/dx2max limits,u,13,13.0,0.0
limits,dx2min/dx2max limits,u,14,14.0,0.0
limits,dx2min/dx2max limits,u,15,15.0,0.0
limits,dx2min/dx2max limits,u,16,16.0,0.0
limits,dx2min/dx2max limits,u,17,17.0,0.0
limits,dx2min/dx2max limits,u,18,18.0,0.0
limits,dx2min/dx2max limits,u,19,19.0,0.0
limits,dx2min/dx2max limits,u,20,20.0,0.0
input,external input u,x1,0,0.0,2.0
input,external input u,x1,1,2.523829377920773e-05,1.9999999993630446
input,external input u,x1,2,0.00015142976267524638,1.999999977072499
input,external input u,x1,3,0.0007823871071554395,1.999999388349087
input,external input u,x1,4,0.003937173829556406,1.9999845595334582
input,external input u,x1,5,0.019711107441561234,1.9996190298114713
input,external input u,x1,6,0.06001804348673466,1.996605370765937
input,external input u,x1,7,0.10963249543673825,1.9892023936026086
input,external input u,x1,8,0.1655931262992249,1.976624025476833
input,external input u,x1,9,0.22709525245242995,1.958409194216386
input,external input u,x1,10,0.2941936368246529,1.9341252172862085
input,external input u,x1,11,0.36744812812928723,1.9032040455588095
input,external input u,x1,12,0.44785576964467433,1.8647995216906395
input,external input u,x1,13,0.5369347215232937,1.8175965999624761
input,external input u,x1,14,0.6369802534446132,1.7594768672563221
input,external input u,x1,15,0.7516723589200315,1.6868097135222242
input,external input u,x1,16,0.887736819284571,1.5925801323678572
input,external input u,x1,17,1.0,1.5081442106656047
input,external input u,x1,18,1.0002355628406856,1.5079603706188782
input,external input u,x1,19,1.0004711256813712,1.5077764154433368
input,external input u,x1,20,1.0016489398847988,1.5068549114582028
input,external input u,x1,21,1.007538010901936,1.502204057448943
input,external input u,x1,22,1.0369833659876224,1.4778491958386908
input,external input u,x1,23,1.17801301371698,1.3333328890786669
input,external input u,x1,24,1.2798563238698935,1.1948096136577653
input,external input u,x1,25,1.381699634022807,1.0185703656336698
input,external input u,x1,26,1.4700169557982161,0.8251362902728266
input,external input u,x1,27,1.5470517354368059,0.6151523444371906
input,external input u,x1,28,1.6167080361905177,0.38172649211747134
input,external input u,x1,29,1.681922408877411,0.11512538788299409
input,external input u,x1,30,1.7454722443582789,-0.20000542651398528
input,external input u,x1,31,1.8114323467290727,-0.5945741535648628
input,external input u,x1,32,1.8688781729406037,-0.9964094871793943
input,external input u,x1,33,1.9241204595787278,-1.425041940151649
input,external input u,x1,34,1.9641611888781296,-1.74896626955149
input,external input u,x1,35,2.0,-2.0361773391639484
input,external input u,x1,36,2.0002239547157803,-2.0379390508049218
input,external input u,x1,37,2.0004479094315606,-2.0396994166335536
input,external input u,x1,38,2.001567683010463,-2.0484809899764325
input,external input u,x1,39,2.0071665509049756,-2.091875038542387
input,external input u,x1,40,2.035160890377539,-2.29518539890951
input,external input u,x1,41,2.0712238357375687,-2.5207553048674503
input,external input u,x1,42,2.1072867810975984,-2.7039365348035496
input,external input u,x1,43,2.1435352579553437,-2.8474978787823466
input,external input u,x1,44,2.1823496064795402,-2.961715107714928
input,external input u,x1,45,2.220174901698475,-3.040741893288601
input,external input u,x1,46,2.25800019691741,-3.0949126774401416
input,external input u,x1,47,2.2936634725688037,-3.1287117911410482
input,external input u,x1,48,2.3288202754850427,-3.149782052600421
input,external input u,x1,49,2.3645847733445486,-3.1619884068089226
input,external input u,x1,50,2.4015992023835233,-3.167470218818181
input,external input u,x1,51,2.4403831071251063,-3.167613806336815
input,external input u,x1,52,2.4814278683099062,-3.1633692132153945
input,external input u,x1,53,2.525246305566481,-3.1553940618589644
input,external input u,x1,54,2.5724092287798617,-3.144126344351218
input,external input u,x1,55,2.6235814980427,-3.129821491207028
input,external input u,x1,56,2.6795650822980948,-3.1125675766642527
input,external input u,x1,57,2.741356706046332,-3.092283511985585
input,external input u,x1,58,2.8102310212884074,-3.0686996000858002
input,external input u,x1,59,2.8878685549271923,-3.041314075359766
input,external input u,x1,60,2.976567953231828,-3.0093090088368157
input,external input u,x1,61,3.0,-3.000751060021278
input,external input u,x1,62,3.1171602338408606,-2.957403900536201
input,external input u,x1,63,3.2452103360487006,-2.909041612701753
input,external input u,x1,64,3.4114737699597235,-2.844736655260861
input,external input u,x1,65,3.6169929798611875,-2.7627698523140602
input,external input u,x1,66,3.8225121897626515,-2.67780998087246
input,external input u,x1,67,4.0,-2.601770627058312
input,external input u,x1,68,4.210015685582414,-2.508225597533843
input,external input u,x1,69,4.421493036662615,-2.4096140031849944
input,external input u,x1,70,4.6380237813787195,-2.3033690122401986
input,external input u,x1,71,4.860526546158651,-2.1877029302617803
input,external input u,x1,72,5.0,-2.111309790241707
input,external input u,x1,73,5.004947699269926,-2.1085524020198503
input,external input u,x1,74,5.009895398539852,-2.1058227498916815
input,external input u,x1,75,5.034633894889483,-2.092560812432749
input,external input u,x1,76,5.107838707901937,-2.0563646987851425
input,external input u,x1,77,5.18307402720874,-2.02247885210094
